"File","Line","Type","Value","Content"
"PROJE_ADIMLAR.txt","1250","Float","0.6705","#   closing, Input=6, Output=3 â†’ Acc=0.6705, SD=0, Spec=0"
"PROJE_ADIMLAR.txt","1251","Float","0.7356","#   closing, Input=6, Output=5 â†’ Acc=0.7356, SD=0, Spec=0"
"PROJE_ADIMLAR.txt","1270","Float","0.6916","#   Mean Acc: 0.6916 | SD: 0.0176"
"PROJE_ADIMLAR.txt","1270","Float","0.0176","#   Mean Acc: 0.6916 | SD: 0.0176"
"PROJE_ADIMLAR.txt","1271","Float","0.8750","#   Sensitivity: 0.8750 | Specificity: 0.2391"
"PROJE_ADIMLAR.txt","1271","Float","0.2391","#   Sensitivity: 0.8750 | Specificity: 0.2391"
"PROJE_ADIMLAR.txt","1281","Percentage","58.24","#   - CNN genel ortalama: %58.24"
"PROJE_ADIMLAR.txt","1286","Percentage","53.86","#   - CNN genel ortalama: %53.86"
"PROJE_ADIMLAR.txt","1300","Percentage","69.16","# En iyi gerÃ§ek     : technical, Input=6, Output=5 â†’ %69.16"
"PROJE_ADIMLAR.txt","1301","Percentage","58.10","# Makale en iyi CNN : technical â†’ %58.10"
"PROJE_ADIMLAR.txt","1315","Float","0.4983","# ARIMA      |   0.4983 (tÃ¼m setler iÃ§in aynÄ± â€” sadece Close kullanÄ±r)"
"PROJE_ADIMLAR.txt","1316","Float","0.5389","# LSTM       |   0.5389  |   0.5583  |   0.6104*  | 0.6678*"
"PROJE_ADIMLAR.txt","1316","Float","0.5583","# LSTM       |   0.5389  |   0.5583  |   0.6104*  | 0.6678*"
"PROJE_ADIMLAR.txt","1316","Float","0.6104","# LSTM       |   0.5389  |   0.5583  |   0.6104*  | 0.6678*"
"PROJE_ADIMLAR.txt","1316","Float","0.6678","# LSTM       |   0.5389  |   0.5583  |   0.6104*  | 0.6678*"
"PROJE_ADIMLAR.txt","1317","Float","0.5331","# CNN        |   0.5331  |   0.5679  |   0.4838   | 0.5696*"
"PROJE_ADIMLAR.txt","1317","Float","0.5679","# CNN        |   0.5331  |   0.5679  |   0.4838   | 0.5696*"
"PROJE_ADIMLAR.txt","1317","Float","0.4838","# CNN        |   0.5331  |   0.5679  |   0.4838   | 0.5696*"
"PROJE_ADIMLAR.txt","1317","Float","0.5696","# CNN        |   0.5331  |   0.5679  |   0.4838   | 0.5696*"
"PROJE_ADIMLAR.txt","1318","Float","0.5476","# Makale LSTM|   0.5476  |   0.6693  |   0.5532   | 0.5454"
"PROJE_ADIMLAR.txt","1318","Float","0.6693","# Makale LSTM|   0.5476  |   0.6693  |   0.5532   | 0.5454"
"PROJE_ADIMLAR.txt","1318","Float","0.5532","# Makale LSTM|   0.5476  |   0.6693  |   0.5532   | 0.5454"
"PROJE_ADIMLAR.txt","1318","Float","0.5454","# Makale LSTM|   0.5476  |   0.6693  |   0.5532   | 0.5454"
"PROJE_ADIMLAR.txt","1319","Float","0.5823","# Makale CNN |   0.5823  |   0.5810  |   0.5680   | 0.5808"
"PROJE_ADIMLAR.txt","1319","Float","0.5810","# Makale CNN |   0.5823  |   0.5810  |   0.5680   | 0.5808"
"PROJE_ADIMLAR.txt","1319","Float","0.5680","# Makale CNN |   0.5823  |   0.5810  |   0.5680   | 0.5808"
"PROJE_ADIMLAR.txt","1319","Float","0.5808","# Makale CNN |   0.5823  |   0.5810  |   0.5680   | 0.5808"
"PROJE_ADIMLAR.txt","1324","Percentage","48.09","#   Output=1: %48.09 (modeller bunu geÃ§iyor â€” gerÃ§ek katkÄ±)"
"PROJE_ADIMLAR.txt","1325","Percentage","74.03","#   Output=3: %74.03 (modeller bunu geÃ§emiyor)"
"PROJE_ADIMLAR.txt","1326","Percentage","81.56","#   Output=5: %81.56 (modeller bunu geÃ§emiyor)"
"PROJE_ADIMLAR.txt","1334","Percentage","49.83","#   1. ARIMA makaleye gÃ¶re dÃ¼ÅŸÃ¼k (%49.83 vs %67.57) â€” piyasa farkÄ±"
"PROJE_ADIMLAR.txt","1334","Percentage","67.57","#   1. ARIMA makaleye gÃ¶re dÃ¼ÅŸÃ¼k (%49.83 vs %67.57) â€” piyasa farkÄ±"
"PROJE_ADIMLAR.txt","1411","Percentage","67.8","#   AZS: %67.8 yÃ¼kseliÅŸ"
"PROJE_ADIMLAR.txt","1412","Percentage","60.8","#   AMZ: %60.8 yÃ¼kseliÅŸ (en dengeli)"
"PROJE_ADIMLAR.txt","1422","Percentage","98.5","# LSTM   : %100.0 (full ve closing), %98.5 (technical)"
"PROJE_ADIMLAR.txt","1434","Percentage","69.23","# ARIMA  : %69.23 maksimum"
"PROJE_ADIMLAR.txt","1435","Percentage","68.9","# LSTM   : closing %68.9 ort, en iyi %73.5 (In=6,Out=3)"
"PROJE_ADIMLAR.txt","1435","Percentage","73.5","# LSTM   : closing %68.9 ort, en iyi %73.5 (In=6,Out=3)"
"PROJE_ADIMLAR.txt","1436","Percentage","64.2","#          full %64.2 ort, technical %56.5 ort"
"PROJE_ADIMLAR.txt","1436","Percentage","56.5","#          full %64.2 ort, technical %56.5 ort"
"PROJE_ADIMLAR.txt","1437","Percentage","68.9","# CNN    : closing %68.9 ort, en iyi %73.5 (In=6,Out=3)"
"PROJE_ADIMLAR.txt","1437","Percentage","73.5","# CNN    : closing %68.9 ort, en iyi %73.5 (In=6,Out=3)"
"PROJE_ADIMLAR.txt","1438","Percentage","65.9","#          full %65.9 ort, technical %63.2 ort"
"PROJE_ADIMLAR.txt","1438","Percentage","63.2","#          full %65.9 ort, technical %63.2 ort"
"PROJE_ADIMLAR.txt","1439","Percentage","70.7","# Naive  : Out=1 %70.7, Out=3 %79.5, Out=5 %89.2"
"PROJE_ADIMLAR.txt","1439","Percentage","79.5","# Naive  : Out=1 %70.7, Out=3 %79.5, Out=5 %89.2"
"PROJE_ADIMLAR.txt","1439","Percentage","89.2","# Naive  : Out=1 %70.7, Out=3 %79.5, Out=5 %89.2"
"PROJE_ADIMLAR.txt","1445","Percentage","81.08","# ARIMA  : %81.08 maksimum (Output=5)"
"PROJE_ADIMLAR.txt","1446","Percentage","69.7","# LSTM   : closing %69.7 ort, en iyi %80.6* (In=2,Out=5)"
"PROJE_ADIMLAR.txt","1446","Percentage","80.6","# LSTM   : closing %69.7 ort, en iyi %80.6* (In=2,Out=5)"
"PROJE_ADIMLAR.txt","1447","Percentage","68.2","# CNN    : closing %68.2 ort, en iyi %80.6* (In=2,Out=5)"
"PROJE_ADIMLAR.txt","1447","Percentage","80.6","# CNN    : closing %68.2 ort, en iyi %80.6* (In=2,Out=5)"
"PROJE_ADIMLAR.txt","1448","Percentage","77.8","#          technical gerÃ§ek en iyi %77.8 (In=2,Out=5)"
"PROJE_ADIMLAR.txt","1449","Percentage","68.3","# Naive  : Out=1 %68.3, Out=3 %84.6, Out=5 %86.5"
"PROJE_ADIMLAR.txt","1449","Percentage","84.6","# Naive  : Out=1 %68.3, Out=3 %84.6, Out=5 %86.5"
"PROJE_ADIMLAR.txt","1449","Percentage","86.5","# Naive  : Out=1 %68.3, Out=3 %84.6, Out=5 %86.5"
"PROJE_ADIMLAR.txt","1451","Percentage","80.6","# * %80.6 lar Spec=0 (majority class illÃ¼zyonu)"
"PROJE_ADIMLAR.txt","1514","Percentage","96.97","# ARIMA: 8/9 konfigÃ¼rasyonda %100.00 | 1 konfigÃ¼rasyon %96.97"
"PROJE_ADIMLAR.txt","1515","Percentage","96.97","#        Input=6, Output=1 â†’ %96.97 | Best_d=0 (tÃ¼m kombo)"
"PROJE_ADIMLAR.txt","1542","Percentage","80.65","#   En iyi: Output=5 â†’ %80.65 (In=2 ve In=6, Best_d=0)"
"PROJE_ADIMLAR.txt","1543","Percentage","57.58","#   En kÃ¶tÃ¼: In=4, Out=3 â†’ %57.58"
"PROJE_ADIMLAR.txt","1544","Percentage","74.29","#   In=6, Out=1: %74.29 (Best_d=1) â€” ARIMA d=1 buldu"
"PROJE_ADIMLAR.txt","1545","Percentage","69.23","#   Eski vs gÃ¼ncel: %69.23 â†’ %80.65 (+11.42) â†‘"
"PROJE_ADIMLAR.txt","1545","Percentage","80.65","#   Eski vs gÃ¼ncel: %69.23 â†’ %80.65 (+11.42) â†‘"
"PROJE_ADIMLAR.txt","1549","Percentage","68.89","#     Mean=68.89%, SD=0.084, Spec=0.667 â†’ gerÃ§ek Ã¶ÄŸrenme!"
"PROJE_ADIMLAR.txt","1549","Float","0.084","#     Mean=68.89%, SD=0.084, Spec=0.667 â†’ gerÃ§ek Ã¶ÄŸrenme!"
"PROJE_ADIMLAR.txt","1549","Float","0.667","#     Mean=68.89%, SD=0.084, Spec=0.667 â†’ gerÃ§ek Ã¶ÄŸrenme!"
"PROJE_ADIMLAR.txt","1550","Percentage","66.67","#   full, Input=4, Output=5: 66.67%, Spec=0.600"
"PROJE_ADIMLAR.txt","1550","Float","0.600","#   full, Input=4, Output=5: 66.67%, Spec=0.600"
"PROJE_ADIMLAR.txt","1551","Percentage","58.89","#   full, Input=6, Output=1: 58.89%, Spec=0.667"
"PROJE_ADIMLAR.txt","1551","Float","0.667","#   full, Input=6, Output=1: 58.89%, Spec=0.667"
"PROJE_ADIMLAR.txt","1559","Percentage","75.56","#     Mean=75.56%, SD=0.069, Spec=0.625 â†’ gerÃ§ek Ã¶ÄŸrenme!"
"PROJE_ADIMLAR.txt","1559","Float","0.069","#     Mean=75.56%, SD=0.069, Spec=0.625 â†’ gerÃ§ek Ã¶ÄŸrenme!"
"PROJE_ADIMLAR.txt","1559","Float","0.625","#     Mean=75.56%, SD=0.069, Spec=0.625 â†’ gerÃ§ek Ã¶ÄŸrenme!"
"PROJE_ADIMLAR.txt","1560","Percentage","54.17","#   technical, Input=2, Output=3: 54.17%, Spec=0.667"
"PROJE_ADIMLAR.txt","1560","Float","0.667","#   technical, Input=2, Output=3: 54.17%, Spec=0.667"
"PROJE_ADIMLAR.txt","1561","Percentage","65.56","#   full, Input=2, Output=5: 65.56%, Spec=0.667"
"PROJE_ADIMLAR.txt","1561","Float","0.667","#   full, Input=2, Output=5: 65.56%, Spec=0.667"
"PROJE_ADIMLAR.txt","1567","Percentage","60.00","# Naive: Out=1 %60.00 | Out=3 %84.85 | Out=5 %90.32"
"PROJE_ADIMLAR.txt","1567","Percentage","84.85","# Naive: Out=1 %60.00 | Out=3 %84.85 | Out=5 %90.32"
"PROJE_ADIMLAR.txt","1567","Percentage","90.32","# Naive: Out=1 %60.00 | Out=3 %84.85 | Out=5 %90.32"
"PROJE_ADIMLAR.txt","1572","Percentage","69.23","#   ARIMA max  | %69.23  | %80.65  | +11.42 â†‘"
"PROJE_ADIMLAR.txt","1572","Percentage","80.65","#   ARIMA max  | %69.23  | %80.65  | +11.42 â†‘"
"PROJE_ADIMLAR.txt","1573","Percentage","73.5","#   LSTM max   | %73.5   | %68.89  | -4.61  â†“"
"PROJE_ADIMLAR.txt","1573","Percentage","68.89","#   LSTM max   | %73.5   | %68.89  | -4.61  â†“"
"PROJE_ADIMLAR.txt","1574","Percentage","73.5","#   CNN max    | %73.5   | %75.56  | +2.06  â†‘"
"PROJE_ADIMLAR.txt","1574","Percentage","75.56","#   CNN max    | %73.5   | %75.56  | +2.06  â†‘"
"PROJE_ADIMLAR.txt","1575","Percentage","89.2","#   Naive max  | %89.2   | %90.32  | +1.12  â†‘"
"PROJE_ADIMLAR.txt","1575","Percentage","90.32","#   Naive max  | %89.2   | %90.32  | +1.12  â†‘"
"PROJE_ADIMLAR.txt","1580","Percentage","80.65","# ""Orta riskli AZS fonunda ARIMA %80.65 ile gÃ¼Ã§lÃ¼ performans"
"PROJE_ADIMLAR.txt","1581","Percentage","75.56","#  gÃ¶sterdi. CNN, technical setinde %75.56 ile gerÃ§ek Ã¶ÄŸrenme"
"PROJE_ADIMLAR.txt","1582","Float","0.625","#  elde etti (Spec=0.625). CNN < LSTM (MC sayÄ±sÄ±) bulgusu bu"
"PROJE_ADIMLAR.txt","1594","Percentage","71.43","#     Out=1: %71.43 | Out=3: %78.79 | Out=5: %80.65"
"PROJE_ADIMLAR.txt","1594","Percentage","78.79","#     Out=1: %71.43 | Out=3: %78.79 | Out=5: %80.65"
"PROJE_ADIMLAR.txt","1594","Percentage","80.65","#     Out=1: %71.43 | Out=3: %78.79 | Out=5: %80.65"
"PROJE_ADIMLAR.txt","1596","Percentage","81.08","#   Eski vs gÃ¼ncel: %81.08 â†’ %80.65 (-0.43) â†“"
"PROJE_ADIMLAR.txt","1596","Percentage","80.65","#   Eski vs gÃ¼ncel: %81.08 â†’ %80.65 (-0.43) â†“"
"PROJE_ADIMLAR.txt","1596","Float","0.43","#   Eski vs gÃ¼ncel: %81.08 â†’ %80.65 (-0.43) â†“"
"PROJE_ADIMLAR.txt","1601","Percentage","80.21","#     Mean=80.21%, SD=0.072, Spec=0.857"
"PROJE_ADIMLAR.txt","1601","Float","0.072","#     Mean=80.21%, SD=0.072, Spec=0.857"
"PROJE_ADIMLAR.txt","1601","Float","0.857","#     Mean=80.21%, SD=0.072, Spec=0.857"
"PROJE_ADIMLAR.txt","1602","Percentage","84.38","#     Seed_23: 84.38% | Seed_27: 71.88% | Seed_98: 84.38%"
"PROJE_ADIMLAR.txt","1602","Percentage","71.88","#     Seed_23: 84.38% | Seed_27: 71.88% | Seed_98: 84.38%"
"PROJE_ADIMLAR.txt","1602","Percentage","84.38","#     Seed_23: 84.38% | Seed_27: 71.88% | Seed_98: 84.38%"
"PROJE_ADIMLAR.txt","1606","Percentage","77.38","#   technical, Input=4, Output=5: 77.38%, Spec=0.167"
"PROJE_ADIMLAR.txt","1606","Float","0.167","#   technical, Input=4, Output=5: 77.38%, Spec=0.167"
"PROJE_ADIMLAR.txt","1607","Percentage","69.61","#   technical, Input=2, Output=1: 69.61%, Spec=0.700"
"PROJE_ADIMLAR.txt","1607","Float","0.700","#   technical, Input=2, Output=1: 69.61%, Spec=0.700"
"PROJE_ADIMLAR.txt","1608","Percentage","60.00","#   technical, Input=2, Output=5: 60.00%, Spec=0.667"
"PROJE_ADIMLAR.txt","1608","Float","0.667","#   technical, Input=2, Output=5: 60.00%, Spec=0.667"
"PROJE_ADIMLAR.txt","1616","Percentage","80.6","#     Eski max %80.6: Spec=0 (majority class illÃ¼zyonu!)"
"PROJE_ADIMLAR.txt","1617","Percentage","80.21","#     GÃ¼ncel max %80.21: Spec=0.857 (gerÃ§ek Ã¶ÄŸrenme!)"
"PROJE_ADIMLAR.txt","1617","Float","0.857","#     GÃ¼ncel max %80.21: Spec=0.857 (gerÃ§ek Ã¶ÄŸrenme!)"
"PROJE_ADIMLAR.txt","1622","Percentage","74.36","#     Mean=74.36%, SD=0.083, Spec=0.333"
"PROJE_ADIMLAR.txt","1622","Float","0.083","#     Mean=74.36%, SD=0.083, Spec=0.333"
"PROJE_ADIMLAR.txt","1622","Float","0.333","#     Mean=74.36%, SD=0.083, Spec=0.333"
"PROJE_ADIMLAR.txt","1623","Percentage","73.81","#   technical, Input=4, Output=5: 73.81%, Spec=0.167"
"PROJE_ADIMLAR.txt","1623","Float","0.167","#   technical, Input=4, Output=5: 73.81%, Spec=0.167"
"PROJE_ADIMLAR.txt","1624","Percentage","72.92","#   technical, Input=2, Output=3: 72.92%, Spec=0.286"
"PROJE_ADIMLAR.txt","1624","Float","0.286","#   technical, Input=2, Output=3: 72.92%, Spec=0.286"
"PROJE_ADIMLAR.txt","1625","Percentage","60.42","#   full, Input=4, Output=1: 60.42%, Spec=0.667"
"PROJE_ADIMLAR.txt","1625","Float","0.667","#   full, Input=4, Output=1: 60.42%, Spec=0.667"
"PROJE_ADIMLAR.txt","1630","Percentage","60.00","# Naive: Out=1 %60.00 | Out=3 %78.79 | Out=5 %83.87"
"PROJE_ADIMLAR.txt","1630","Percentage","78.79","# Naive: Out=1 %60.00 | Out=3 %78.79 | Out=5 %83.87"
"PROJE_ADIMLAR.txt","1630","Percentage","83.87","# Naive: Out=1 %60.00 | Out=3 %78.79 | Out=5 %83.87"
"PROJE_ADIMLAR.txt","1631","Percentage","80.21","# Ã–NEMLÄ°: AMZ LSTM %80.21 (Out=3) > Naive %78.79 (Out=3)"
"PROJE_ADIMLAR.txt","1631","Percentage","78.79","# Ã–NEMLÄ°: AMZ LSTM %80.21 (Out=3) > Naive %78.79 (Out=3)"
"PROJE_ADIMLAR.txt","1637","Percentage","81.08","#   ARIMA max   | %81.08  | %80.65  | -0.43  â†“"
"PROJE_ADIMLAR.txt","1637","Percentage","80.65","#   ARIMA max   | %81.08  | %80.65  | -0.43  â†“"
"PROJE_ADIMLAR.txt","1637","Float","0.43","#   ARIMA max   | %81.08  | %80.65  | -0.43  â†“"
"PROJE_ADIMLAR.txt","1638","Percentage","80.6","#   LSTM max*   | %80.6*  | %80.21  | ~0     â‰ˆ"
"PROJE_ADIMLAR.txt","1638","Percentage","80.21","#   LSTM max*   | %80.6*  | %80.21  | ~0     â‰ˆ"
"PROJE_ADIMLAR.txt","1639","Percentage","80.6","#   CNN max*    | %80.6*  | %74.36  | -6.24  â†“"
"PROJE_ADIMLAR.txt","1639","Percentage","74.36","#   CNN max*    | %80.6*  | %74.36  | -6.24  â†“"
"PROJE_ADIMLAR.txt","1640","Percentage","86.5","#   Naive max   | %86.5   | %83.87  | -2.63  â†“"
"PROJE_ADIMLAR.txt","1640","Percentage","83.87","#   Naive max   | %86.5   | %83.87  | -2.63  â†“"
"PROJE_ADIMLAR.txt","1644","Float","0.857","#   GÃ¼ncel LSTM max Spec=0.857 â†’ illÃ¼zyon deÄŸil, gerÃ§ek Ã¶ÄŸrenme"
"PROJE_ADIMLAR.txt","1649","Percentage","80.21","#  elde etti. Maksimum doÄŸruluk %80.21 olup Spec=0.857 ile"
"PROJE_ADIMLAR.txt","1649","Float","0.857","#  elde etti. Maksimum doÄŸruluk %80.21 olup Spec=0.857 ile"
"PROJE_ADIMLAR.txt","1663","Percentage","80.65","# AZS  | Orta   | %80.65 | %68.89 | %75.56 | %90.32"
"PROJE_ADIMLAR.txt","1663","Percentage","68.89","# AZS  | Orta   | %80.65 | %68.89 | %75.56 | %90.32"
"PROJE_ADIMLAR.txt","1663","Percentage","75.56","# AZS  | Orta   | %80.65 | %68.89 | %75.56 | %90.32"
"PROJE_ADIMLAR.txt","1663","Percentage","90.32","# AZS  | Orta   | %80.65 | %68.89 | %75.56 | %90.32"
"PROJE_ADIMLAR.txt","1664","Percentage","80.65","# AMZ  | YÃ¼ksek | %80.65 | %80.21 | %74.36 | %83.87"
"PROJE_ADIMLAR.txt","1664","Percentage","80.21","# AMZ  | YÃ¼ksek | %80.65 | %80.21 | %74.36 | %83.87"
"PROJE_ADIMLAR.txt","1664","Percentage","74.36","# AMZ  | YÃ¼ksek | %80.65 | %80.21 | %74.36 | %83.87"
"PROJE_ADIMLAR.txt","1664","Percentage","83.87","# AMZ  | YÃ¼ksek | %80.65 | %80.21 | %74.36 | %83.87"
"PROJE_ADIMLAR.txt","1674","Percentage","75.56","#   AZS (orta)  â†’ kÄ±smi gerÃ§ek Ã¶ÄŸrenme â†’ CNN %75.56 Spec=0.625"
"PROJE_ADIMLAR.txt","1674","Float","0.625","#   AZS (orta)  â†’ kÄ±smi gerÃ§ek Ã¶ÄŸrenme â†’ CNN %75.56 Spec=0.625"
"PROJE_ADIMLAR.txt","1675","Percentage","80.21","#   AMZ (yÃ¼ksek)â†’ gÃ¼Ã§lÃ¼ gerÃ§ek Ã¶ÄŸrenme â†’ LSTM %80.21 Spec=0.857"
"PROJE_ADIMLAR.txt","1675","Float","0.857","#   AMZ (yÃ¼ksek)â†’ gÃ¼Ã§lÃ¼ gerÃ§ek Ã¶ÄŸrenme â†’ LSTM %80.21 Spec=0.857"
"PROJE_ADIMLAR.txt","1689","Percentage","80.65","# AZS : ARIMA %80.65, CNN %75.56 Spec=0.625 (gerÃ§ek Ã¶ÄŸrenme)"
"PROJE_ADIMLAR.txt","1689","Percentage","75.56","# AZS : ARIMA %80.65, CNN %75.56 Spec=0.625 (gerÃ§ek Ã¶ÄŸrenme)"
"PROJE_ADIMLAR.txt","1689","Float","0.625","# AZS : ARIMA %80.65, CNN %75.56 Spec=0.625 (gerÃ§ek Ã¶ÄŸrenme)"
"PROJE_ADIMLAR.txt","1690","Percentage","80.21","# AMZ : LSTM %80.21 Spec=0.857 â† PROJENÄ°N EN GÃœÃ‡LÃœ BULGUS!"
"PROJE_ADIMLAR.txt","1690","Float","0.857","# AMZ : LSTM %80.21 Spec=0.857 â† PROJENÄ°N EN GÃœÃ‡LÃœ BULGUS!"
"PROJE_ADIMLAR.txt","1720","Percentage","80.21","#   - AMZ LSTM full: %80.21 Spec=0.857 gerÃ§ek Ã¶ÄŸrenme"
"PROJE_ADIMLAR.txt","1720","Float","0.857","#   - AMZ LSTM full: %80.21 Spec=0.857 gerÃ§ek Ã¶ÄŸrenme"
"PROJE_ADIMLAR.txt","1735","Percentage","66.72","#   [x] ARIMA eski ort. dÃ¼zeltildi (%66.72 â†’ %49.83)"
"PROJE_ADIMLAR.txt","1735","Percentage","49.83","#   [x] ARIMA eski ort. dÃ¼zeltildi (%66.72 â†’ %49.83)"
"PROJE_ADIMLAR.txt","1736","Percentage","74.36","#   [x] AMZ CNN en iyi non-MC dÃ¼zeltildi (closing In=6 Out=5 â†’ %74.36)"
"PROJE_ADIMLAR.txt","1749","Percentage","80.21","#   - BIST'teki hisselerin (fazla dÄ±ÅŸ deÄŸiÅŸkene raÄŸmen) stokastik gÃ¼rÃ¼ltÃ¼ yaratÄ±p; Emeklilik FonlarÄ±nÄ±n (sadece fiyata raÄŸmen) kurumsal atalet ve momentum yakalayarak baÅŸarÄ±lÄ± (AMZ %80.21) olmasÄ± raporlandÄ±."
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","22","Float","0.80","(JURI VURGUSU: Sadece [Sens=0 ve Spec=1] gibi ""kati"" bir MC tanimi uygulamak amator bir yontemdir. Zira model ornegin Sens=0.80, Spec=0 sonuclari uretirse; Sensitivity %100 olmamasina ragmen Specificity ""sifir""dir, yani model hala dususu 'hic' bilememektedir ve Majority Class'a cokmustur. LiteratÃ¼rde MC tanimi her zaman ""Genis"" uygulanmalidir. Hesaplamalarimiz bu yuzden salt Genis Tanim uzerindendir.)"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","75","Percentage","49.83","ARIMA: %49.83 -> %51.34 (stabil, ~%50 etrafinda)"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","75","Percentage","51.34","ARIMA: %49.83 -> %51.34 (stabil, ~%50 etrafinda)"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","76","Percentage","55.83","LSTM tech: %55.83 -> %50.52 (%5.3 dusus)"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","76","Percentage","50.52","LSTM tech: %55.83 -> %50.52 (%5.3 dusus)"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","76","Percentage","5.3","LSTM tech: %55.83 -> %50.52 (%5.3 dusus)"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","77","Percentage","56.79","CNN tech:  %56.79 -> %49.55 (%7.2 dusus)"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","77","Percentage","49.55","CNN tech:  %56.79 -> %49.55 (%7.2 dusus)"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","77","Percentage","7.2","CNN tech:  %56.79 -> %49.55 (%7.2 dusus)"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","81","Percentage","67.57","Makale ARIMA (NASDAQ100): %67.57 Ã¢â‚¬â€ gelismis piyasa avantaji."
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","99","Percentage","79.73","THYAO Naive Out=5: %79.73 > tum modeller"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","100","Percentage","90.32","AZS Naive Out=5:  %90.32 > tum modeller"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","101","Percentage","80.21","ISTISNA: AMZ LSTM Out=3 %80.21 > Naive %78.79"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","101","Percentage","78.79","ISTISNA: AMZ LSTM Out=3 %80.21 > Naive %78.79"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","115","Percentage","80.21","- Ama AMZ LSTM %80.21 = EMH'ye aykiri"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","127","Percentage","80.21","- AMZ (emeklilik fonu): %80.21 = EMH'ye AYKIRI gozlem."
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","139","Percentage","80.21","%55+ gercek ogrenme isareti. AMZ LSTM %80.21 cok guclu."
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","193","Percentage","80.21","CEVAP: KÄ±sa vadeli tahmin uzayinda rastgeleyurutge (Random Walk) cok gucludur; bazen 'hicbir sey degismeyecek (no-change)' tahmini istatistiksel gercekliktir. Amacimiz modellerin Naive'i yok edecegini iddia etmek degil; derin ogrenmenin BIST gibi gurultulu ortamda nasil anlamsizlasirken, AMZ fonu gibi atalete sahip bir ortamda Naive'i (%80.21 > %78.79) asdigini kanitlamakti. Ise yaramazligi degil, hangi durumda calistigini gosterdik."
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","193","Percentage","78.79","CEVAP: KÄ±sa vadeli tahmin uzayinda rastgeleyurutge (Random Walk) cok gucludur; bazen 'hicbir sey degismeyecek (no-change)' tahmini istatistiksel gercekliktir. Amacimiz modellerin Naive'i yok edecegini iddia etmek degil; derin ogrenmenin BIST gibi gurultulu ortamda nasil anlamsizlasirken, AMZ fonu gibi atalete sahip bir ortamda Naive'i (%80.21 > %78.79) asdigini kanitlamakti. Ise yaramazligi degil, hangi durumda calistigini gosterdik."
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","236","Float","0.072","AMZ LSTM en iyi: SD=0.072 (makul, seed'den bagimsiz tutarli)"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","263","Float","0.929","w_yukselis = 1300 / (2*700) = 0.929"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","283","Percentage","80.21","Accuracy: 0.8021 (80.21%)"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","283","Float","0.8021","Accuracy: 0.8021 (80.21%)"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","284","Float","0.8936","F1-score: 0.8936"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","285","Float","0.84","Sensitivity: 0.84"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","286","Float","0.8571","Specificity: 0.8571"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","287","Float","0.0722","SD: 0.0722"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","288","Float","0.8438","Seeds: 0.8438 / 0.7188 / 0.8438"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","288","Float","0.7188","Seeds: 0.8438 / 0.7188 / 0.8438"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","288","Float","0.8438","Seeds: 0.8438 / 0.7188 / 0.8438"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","292","Percentage","78.79","Naive (Out=3): %78.79"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","293","Percentage","80.21","MODEL NAIVE'I GECIYOR: %80.21 > %78.79"
"JURI_SAVUNMA_VE_BILINMESI_GEREKENLER.txt","293","Percentage","78.79","MODEL NAIVE'I GECIYOR: %80.21 > %78.79"
